sentence_id,sentence,language
846,She's asking how that's possible.,eng
847,You're just running away from life's problems.,eng
848,If you look at the lyrics,eng
849,There's a problem there that you don't see.,eng
850,You can do it.,eng
851,My physics teacher doesn't care if I skip classes.,eng
852,I wish I could go to Japan.,eng
853,I hate it when there are a lot of people.,eng
854,I have to go to bed.,eng
855,After that,eng
856,I won't ask you anything else today.,eng
857,It may freeze next week.,eng
858,Even though he apologized,eng
859,The police will get you to find the bullets.,eng
860,Thanks for having explained to me at last why people take me for an idiot.,eng
861,It was not my intention.,eng
862,Thank you for your explanation.,eng
863,Theoretically,eng
864,What is it?,eng
865,It almost scared me not to see you online for a whole day.,eng
866,I don't know what you mean.,eng
867,My computer has got to be useful for something.,eng
868,You wanted to tell me about freedom?,eng
869,Uh,eng
870,If I wanted to scare you,eng
871,One can't expect everything from schools.,eng
872,There are many words that I don't understand.,eng
873,I don't like it when mathematicians who know much more than I do can't express themselves explicitly.,eng
874,You're really not stupid.,eng
875,I need to ask you a silly question.,eng
876,I don't know how to demonstrate it,eng
877,"I wouldn't have thought I would someday look up ""Viagra"" in Wikipedia.",eng
878,Can it be phrased in another way?,eng
879,Nobody will know.,eng
880,I found a solution,eng
881,It seems interesting to me.,eng
882,Except that here,eng
883,I like candlelight.,eng
884,What did you answer?,eng
885,No,eng
886,It's too bad that I don't need to lose weight.,eng
887,You never have class or what?!,eng
888,I will play Sudoku then instead of continuing to bother you.,eng
889,Where is the problem?,eng
890,I can but wait.,eng
891,It's not much of a surprise,eng
892,I love you!,eng
893,I don't like you anymore.,eng
894,I am curious.,eng
895,I don't want to wait that long.,eng
896,Why don't you come visit us?,eng
897,But the possibility seems unlikely.,eng
898,I shouldn't have logged off.,eng
899,It is inevitable that I go to France someday,eng
900,I hate chemistry.,eng
901,I didn't want it to happen.,eng
902,You can probably guess what happens though.,eng
903,Next thing you know,eng
904,What other options do I have?,eng
905,I am not much of a traveller.,eng
906,I have nothing better to do.,eng
907,Neither can I explain it.,eng
908,Everyone has strengths and weaknesses.,eng
909,Seriously though,eng
910,It only shows you're not a robot.,eng
911,How could I be a robot? Robots don't dream.,eng
912,I have never thought about it,eng
913,It's not something anyone can do.,eng
914,I don't know if I still have it.,eng
915,What do you think I've been doing?,eng
916,Do not underestimate my power.,eng
917,My mom doesn't speak English very well.,eng
918,I don't speak French well enough!,eng
919,I was wondering if you were going to show up today.,eng
920,That's where the problem is.,eng
921,How do you find food in outer space?,eng
922,All you can do is trust one another.,eng
923,Everyone wants to meet you. You're famous!,eng
924,Why are you sorry for something you haven't done?,eng
925,I utterly despise formal writing!,eng
926,Foreign people intrigue me.,eng
927,Whatever I do,eng
928,What keeps you up so late?,eng
929,You'd be surprised what you can learn in a week.,eng
930,I don't have anyone who'd travel with me.,eng
931,Life is hard,eng
932,Bearing can be unbearable.,eng
933,Stop it! You're making her feel uncomfortable!,eng
934,Nothing is beautiful but the truth.,eng
935,Tomorrow,eng
936,I don't speak Japanese.,eng
937,This is a pun.,eng
938,Nobody understands me.,eng
939,I learned to live without her.,eng
940,It's useless to keep on thinking any more.,eng
941,I have too many things on my mind these days.,eng
942,I just wanted to check my email.,eng
943,Do you really need to ask the question to know the answer?,eng
944,You can't expect me to always think of everything!,eng
945,I suppose that behind each thing we have to do,eng
946,You really don't have the right priorities!,eng
947,Don't expect others to think for you!,eng
948,You never have time for important things!,eng
949,It's no use pretending to make me believe that I believe things you don't believe!,eng
950,It would take me too much time to explain to you why it's not going to work.,eng
951,I'm so dumb... I'm trying to explain things to you that I don't understand myself.,eng
952,"Stop seeing me as a ""normal"" person!",eng
953,You could at least try to be a bit more polite,eng
954,There will always be things I will never learn,eng
955,This can't be!,eng
956,I wish I could care more about my grades but it seems that,eng
957,A rolling stone gathers no moss is a saying.,eng
958,Want to drink something?,eng
959,"Who is it? ""It's your mother.""",eng
960,"When will you be back? ""It all depends on the weather.""",eng
961,What's the matter? asked the little white rabbit.,eng
962,"What's going on in the cave? I'm curious. ""I have no idea.""",eng
963,We must learn to live together as brothers,eng
964,Uh... How's that working?,eng
965,"To tell you the truth, I am scared of heights. ""You are a coward!""",eng
966,This is what I was looking for! he exclaimed.,eng
967,"This looks pretty interesting, Hiroshi says.",eng
968,Their communication may be much more complex than we thought.,eng
969,"The phone is ringing. ""I'll get it.""",eng
970,"That's very nice of you, Willie answered.",eng
971,"Thanks for the help. ""Don't mention it.""",eng
972,Someday I'll run like the wind.,eng
973,"She likes music. ""So do I.""",eng
974,Please don't cry.,eng
975,Let me know if there's anything I can do.,eng
976,It may be that the happiness awaiting us is not at all the sort of happiness we would want.,eng
977,It is up to you to decide whether we will go there or not.,eng
978,It doesn't start until eight thirty.,eng
979,I want a boat that'll take me far away from here.,eng
980,"I feel like playing cards. ""So do I.""",eng
981,Haven't we met somewhere before? asked the student.,eng
982,A Japanese would never do such a thing.,eng
983,Allen is a poet.,eng
984,The archer killed the deer.,eng
985,Communism will never be reached in my lifetime.,eng
986,Rye was called the grain of poverty.,eng
987,In the 1950's,eng
988,If you see a mistake,eng
989,Place the deck of cards on the oaken table.,eng
990,The Germans are very crafty.,eng
991,If you don't eat,eng
992,"How do you spell ""pretty""?",eng
993,Why don't we go home?,eng
994,I'm sorry,eng
995,Ten years is a long time to wait.,eng
996,"Why aren't you going? ""Because I don't want to.""",eng
997,One million people lost their lives in the war.,eng
998,I came to Tokyo three years ago and have been living here ever since.,eng
999,I lived in Nagoya for over a month.,eng
1000,They don't despise you.,eng
1001,I caught a glimpse of the phantom sitting behind the wheel.,eng
1002,It seems that everybody likes golf.,eng
1003,Meg talks too much.,eng
1004,His cheeks were burning with shame.,eng
1005,There will be a big earthquake in the future.,eng
1006,The only goal of the final match was scored by Andrés Iniesta.,eng
1007,Have you eaten yet?,eng
1008,I weep for my lost youth.,eng
1009,He has recently returned from France.,eng
1010,I'm dying of hunger.,eng
1011,I was abashed when my mistakes were pointed out.,eng
1012,It is strictly forbidden to translate this sentence!,eng
1013,Are you on the committee?,eng
1014,He took me for my twin brother.,eng
1015,Tensions between the USA and Russia are on the rise.,eng
1016,I play with my son.,eng
1017,Hello,eng
1018,Tom can eat pretty much anything.,eng
1019,We pretty much gave up hope.,eng
1020,I think I can speak French well enough to say pretty much anything I want to say.,eng
1021,Tom is in horrible shape.,eng
1022,Pretty much everyone does that.,eng
1023,Tom was pretty much drunk.,eng
1024,His helplessness appeals to her motherly sympathy.,eng
1025,What time are you having lunch?,eng
1026,It can't be true.,eng
1027,I can't move.,eng
1028,I only speak a little Gaelic.,eng
1029,Tom gave Mary a nod.,eng
1030,He gave her an approving nod.,eng
1031,She has no more than 100 dollars.,eng
1032,My father insisted on our waiting for the train.,eng
1033,I was laughed at by him.,eng
1034,Avocado is a fruit.,eng
1035,My brother has much in common with me.,eng
1036,He must have missed the train.,eng
1037,A man came to see me yesterday.,eng
1038,My job is to wash dishes.,eng
1039,He is a most important person.,eng
1040,Nod your head if you understand.,eng
1041,I think he's angry.,eng
1042,We were struck dumb with astonishment.,eng
1043,Tom signaled Mary with a nod.,eng
1044,A nod is a sign of agreement.,eng
1045,He must love you.,eng
1046,You have two books.,eng
1047,Do you do this often?,eng
1048,I really missed you when you were in France.,eng
1049,When was the last time you washed the car?,eng
1050,Children usually have faith in their parents.,eng
1051,Do you need a place to stay?,eng
1052,These few months,eng
1053,Almost all the doors were closed.,eng
1054,The concert lasted about three hours.,eng
1055,Tom and Mary nod at each other knowingly.,eng
1056,Sitting down all day and looking at a computer screen is bad for you.,eng
1057,Smile and nod was all she could do.,eng
1058,Do you want me to call back?,eng
1059,You should buy Tom something for his birthday.,eng
1060,Everyone knew Tom was planning to quit his job.,eng
1061,Children are afraid of me.,eng
1062,When did you get to London?,eng
1063,Do you regret what happened?,eng
1064,The only foreign language I can speak is French.,eng
1065,At least it's not raining.,eng
1066,Do you really want to be here?,eng
1067,Do you really expect to win?,eng
1068,At first I didn't like it.,eng
1069,Spanish is spoken not only in Spain.,eng
1070,Do you like classical music?,eng
1071,He has a large desk in his small room.,eng
1072,Don't come home too late.,eng
1073,Do you wish to do that now?,eng
1074,Do I need to do that now?,eng
1075,Mary is a lot prettier than I remember.,eng
1076,Do you want to leave today?,eng
1077,It's only the beginning.,eng
1078,Do you need to leave today?,eng
1079,Are we gonna get some beer,eng
1080,Tell me where you live.,eng
1081,Horses used to pull road-rollers,eng
1082,We live in a complicated world.,eng
1083,Don't let it scare you.,eng
1084,Do you speak French,eng
1085,You're so stuck up.,eng
1086,Do you love him too?,eng
1087,Find out what happened.,eng
1088,Racism exists even on television.,eng
1089,Do you really want to go?,eng
1090,How many friends do you have in Boston?,eng
1091,All the fruit went bad.,eng
1092,Don't you have something to do?,eng
1093,What page are you on?,eng
1094,All you have to do is to wait.,eng
1095,He was angry with her.,eng
1096,I want to go with you.,eng
1097,He didn't recognize me.,eng
1098,I didn't speak with them.,eng
1099,He came to save me.,eng
1100,He's a car salesman.,eng
1101,He may be in danger.,eng
1102,I wish he were here.,eng
1103,How is whiskey made?,eng
1104,I haven't talked to them.,eng
1105,She has never been to Hokkaido.,eng
1106,My country needs me.,eng
1107,He works in the fields.,eng
1108,The former President's death was announced.,eng
